,Status,Beds,Baths,SQFT,Acres,Price,Address,City
785,Contingent,3,2,"1,118",0.63,"$185,000","1859 Radnor Ave, ","Columbus, OH 43224"
786,Contingent,4,3,"1,416","7,405","$324,900","2880 Bretton Woods Dr, ","Columbus, OH 43231"
787,Contingent,3,2,"1,080","8,712","$229,900","3316 Briggs Rd, ","Columbus, OH 43204"
788,Contingent,4,2,"1,424","6,098","$215,000","4910 Fox Ridge Ct, ","Columbus, OH 43228"
789,For Sale,3,1.5,"1,283","4,792","$299,000","1343 N 5th St, ","Columbus, OH 43201"
790,Contingent,1,1,784,871,"$77,500","4696 Tarryton Ct S Unit 7-2, ","Columbus, OH 43228"
791,For Sale,3,1,"1,033",0.35,"$140,000","250 Emmit Ave, ","Columbus, OH 43228"
792,For Sale,5,2.5,"2,370",0.32,"$585,000","4484 Willowbrook Rd, ","Columbus, OH 43220"
793,Contingent,4,2.5,"2,024","7,405","$394,900","3193 Golden Oak Dr, ","Hilliard, OH 43026"
794,For Sale,3,2.5,"1,856","6,098","$235,000","728 Miller Ave, ","Columbus, OH 43205"
795,Contingent,4,2,"1,462","4,792","$180,000","1371 E 22nd Ave, ","Columbus, OH 43211"
796,For Sale,3,1,"1,170",0.34,"$210,000","2570 Renwood Pl, ","Columbus, OH 43211"
797,For Sale,3,3,"2,594",,"$548,930","5213 Hamptonshire Dr, ","Dublin, OH 43016"
798,Contingent,3,1,"1,176",0.4,"$189,900","500 Hilock Rd, ","Columbus, OH 43207"
799,For Sale,3,1,"1,169","5,227","$137,000","2122 Parkwood Ave, ","Columbus, OH 43219"
800,Contingent,3,3.5,"2,784","3,485","$869,500","614 S 6th St, ","Columbus, OH 43206"
801,Contingent,2,1.5,"1,055",0.5,"$199,850","138 Marilla Rd, ","Columbus, OH 43207"
802,Contingent,3,1.5,"1,165","7,405","$179,900","3769 Adelbert Dr, ","Columbus, OH 43228"
803,Contingent,4,3.5,"3,700","6,970","$549,900","182 Green Springs Dr, ","Columbus, OH 43235"
804,For Sale,2,1.5,"1,196","1,307","$449,900","647 Briggs St, ","Columbus, OH 43206"
805,Contingent,3,2,"1,940","9,583","$309,900","1886 Berkeley Rd, ","Columbus, OH 43207"
806,For Sale,2,2,"1,153",0.27,"$355,500","51 N High St Unit 301, ","Columbus, OH 43215"
807,Contingent,2,1,715,"9,583","$200,000","400 Smith Rd, ","Columbus, OH 43228"
808,Contingent,3,2.5,"2,106","2,178","$478,500","4933 Stonehaven Dr, ","Columbus, OH 43220"
809,Contingent,3,2.5,"1,868","7,405","$339,900","1132 Welwyn Dr, ","Westerville, OH 43081"
810,Contingent,2,2,924,"1,307","$95,000","5885 Beechcroft Rd Apt 309, ","Columbus, OH 43229"
811,For Sale,3,2.5,"1,888","6,970","$699,000","111 S Roosevelt Ave, ","Bexley, OH 43209"
812,Contingent,1,1,708,,"$133,000","1000 Urlin Ave Apt 1812, ","Columbus, OH 43212"
813,For Sale,3,1,"1,016",0.26,"$264,900","116 Landers Ave, ","Columbus, OH 43207"
814,Contingent,3,2,"2,152",0.27,"$624,500","212 W Kenworth Rd, ","Columbus, OH 43214"
815,Contingent,4,1.5,"1,324","7,405","$144,900","1966 Brocton Rd, ","Columbus, OH 43219"
816,For Sale,1,1,653,871,"$192,900","150 E Main St Apt 207, ","Columbus, OH 43215"
817,For Sale,3,1.5,"1,656","3,485","$270,000","40 N Jones Ave, ","Columbus, OH 43222"
818,For Sale,2,"2,656","2,178",,"$795,000","172 Reinhard Ave, ","Columbus, OH 43206"
819,For Sale,3,2,"1,845","2,178","$425,000","2714 Scioto Station Dr, ","Columbus, OH 43204"
820,For Sale,3,2.5,"3,233","8,712","$675,000","5672 Natalie Rose Way, ","Columbus, OH 43235"
821,Contingent,3,2,"1,296",0.34,"$239,900","965 Beechwood Rd, ","Columbus, OH 43227"
822,Contingent,4,2,"1,555",0.23,"$229,900","1968 Woodcrest Rd, ","Columbus, OH 43232"
823,Contingent,2,2,"1,093",,"$199,900","2306 Pinzon Pl Unit 309, ","Columbus, OH 43235"
824,For Sale,4,3.5,"3,188",0.31,"$659,000","7705 Rowles Dr, ","Columbus, OH 43235"
825,Contingent,4,2.5,"3,400",0.26,"$529,900","892 Bryn Mawr Dr, ","Columbus, OH 43230"
826,Contingent,2,2.5,"1,416",871,"$274,900","406 Olentangy Forest Dr Unit 9B, ","Columbus, OH 43214"
827,Contingent,3,1.5,"1,056","6,098","$154,900","664 Stambaugh Ave, ","Columbus, OH 43207"
828,For Sale,4,4.5,"3,389",1.12,"$1,275,000","3874 Rushmore Dr, ","Columbus, OH 43220"
829,For Sale,3,1.5,"1,499","4,792","$285,000","85 Morse Rd, ","Columbus, OH 43214"
830,Contingent,5,3,"2,291",0.29,"$749,900","3160 Herrick Rd, ","Columbus, OH 43221"
831,Contingent,2,1.5,"1,344",871,"$249,900","3876 Cherrybridge Ln Unit 29-3, ","Dublin, OH 43016"
832,For Sale,4,2,"1,622",2.25,"$550,000","7500 Long Rd, ","Canal Winchester, OH 43110"
833,Contingent,3,2.5,"2,718","6,534","$400,000","6124 Farrier Pl, ","New Albany, OH 43054"
834,Contingent,3,1,"1,066","5,663","$169,900","2225 Woodward Ave, ","Columbus, OH 43219"
835,Contingent,3,3.5,"3,000","1,307","$379,000","359 Sycamore Ridge Way, ","Columbus, OH 43230"
836,For Sale,3,1.5,"1,192","7,405","$415,000","2695 Bristol Rd, ","Columbus, OH 43221"
837,For Sale,4,1.5,"2,245",871,"$379,900","1518 Bryden Rd, ","Columbus, OH 43205"
838,Contingent,3,2,"1,405","8,276","$256,000","2589 Bretton Woods Dr, ","Columbus, OH 43231"
839,Contingent,2,1,"1,242","2,614","$235,000","433 S 22nd St, ","Columbus, OH 43205"
840,Contingent,3,2,"1,405","8,276","$256,000","2589 Bretton Woods Dr, ","Columbus, OH 43231"
841,For Sale,4,1.5,"2,245",871,"$379,900","1518 Bryden Rd, ","Columbus, OH 43205"
842,Contingent,2,1,"1,242","2,614","$235,000","433 S 22nd St, ","Columbus, OH 43205"
843,Contingent,3,2,"2,018","4,792","$289,900","219 S Huron Ave, ","Columbus, OH 43204"
844,Contingent,2,2,916,436,"$124,999","5471 Wellington Woods Blvd, ","Columbus, OH 43213"
845,Contingent,2,2,"1,334","1,742","$225,000","3046 Ravine Pointe Dr, ","Columbus, OH 43231"
846,Contingent,4,2.5,"1,832","6,098","$385,000","2462 Yagger Bay Dr, ","Hilliard, OH 43026"
847,For Sale,3,2.5,"2,440",0.71,"$949,900","1 Miranova Pl Apt 1805, ","Columbus, OH 43215"
848,For Sale,4,2.5,"1,704","7,405","$324,990","3245 Burdett Ct, ","Columbus, OH 43232"
849,Contingent,3,3,"2,696","6,098","$464,900","4110 Hannah Jayne, ","New Albany, OH 43054"
850,Contingent,6,"2,752",0.35,,"$364,900","2346 Sweet Creek Ct, ","Grove City, OH 43123"
851,For Sale,4,2.5,"1,620","6,098","$349,000","6069 Wexford Park Dr, ","Columbus, OH 43228"
852,Contingent,3,2,952,"6,098","$85,000","2465 Bethesda Ave, ","Columbus, OH 43219"
853,Contingent,3,3,"1,719","1,742","$349,900","5381 Knotting Woods Dr, ","Westerville, OH 43081"
854,Contingent,4,3,"2,281",0.31,"$645,000","2110 Lytham Rd, ","Columbus, OH 43220"
855,Contingent,4,2.5,"1,770","4,792","$299,900","5489 Village Grove Ln, ","Canal Winchester, OH 43110"
856,For Sale,3,1,"1,100","6,970","$105,000","2113 Agler Rd, ","Columbus, OH 43224"
857,For Sale,3,1,"1,230","5,663","$174,900","37 N Roys Ave, ","Columbus, OH 43204"
858,For Sale,3,1.5,"1,008","7,405","$195,000","1609 Fall Brook Rd, ","Columbus, OH 43223"
859,For Sale,3,2.5,"1,776","2,614","$399,900","7516 Samick St, ","Columbus, OH 43235"
860,Contingent,2,1,"1,016",0.9,"$186,500","3078 Clime Rd, ","Columbus, OH 43223"
861,For Sale,3,1,"1,040","9,583","$179,900","1149 Olney Dr, ","Columbus, OH 43227"
862,Contingent,3,2.5+,"2,084","9,148","$450,000","580 Olentangy Glade Blvd, ","Lewis Center, OH 43035"
863,For Sale,4,3.5,"2,430","7,841","$775,000","2170 Inchcliff Rd, ","Upper Arlington, OH 43221"
864,For Sale,3,3.5,"2,230",871,"$569,500","394 W 7th Ave, ","Columbus, OH 43201"
865,Contingent,3,2,"1,200","6,534","$245,900","6705 Jennyann Way, ","Canal Winchester, OH 43110"
866,Contingent,4,2,"1,439",0.27,"$251,900","1615 Case Rd, ","Columbus, OH 43224"
867,Contingent,4,3.5,"3,125","7,841","$1,075,000","1963 N Devon Rd, ","Upper Arlington, OH 43212"
868,Contingent,2,2,"2,000","7,841","$421,000","7151 Durness Pl, ","Columbus, OH 43235"
869,For Sale,4,2.5,"1,986","7,405","$620,000","319 Piedmont Rd, ","Columbus, OH 43214"
870,For Sale,2,1,783,"5,663","$133,080","1182 Fairwood Ave, ","Columbus, OH 43206"
871,Contingent,3,2.5,"1,916",0.34,"$349,999","3612 Seattle Slew Dr, ","Columbus, OH 43221"
872,Contingent,2,2,"1,075","1,742","$250,000","6823 Villabrook Dr, ","Columbus, OH 43235"
873,For Sale,2,1,757,"4,792","$307,000","446 E Beechwold Blvd, ","Columbus, OH 43214"
874,For Sale,4,2.5,"4,239","5,227","$660,000","83 N 20th St, ","Columbus, OH 43203"
875,For Sale,3,3.5,"2,436",871,"$629,500","60 Buttles Ave, ","Columbus, OH 43215"
876,Contingent,4,2.5,"1,814","6,534","$340,000","486 Sandmar Dr, ","Blacklick, OH 43004"
877,Contingent,3,1.5,"1,130","6,098","$220,000","3592 Seabrook Ave, ","Columbus, OH 43227"
878,For Sale,3,1,"1,452","4,792","$239,000","200 S Cypress Ave, ","Columbus, OH 43223"
879,For Sale,3,1,912,"5,663","$165,900","1343 Melrose Ave, ","Columbus, OH 43224"
880,Contingent,4,2.5,"3,025",0.36,"$619,900","955 Blind Brook Dr, ","Columbus, OH 43235"
881,Contingent,3,2,"1,692",0.34,"$275,000","1285 Norris Dr, ","Columbus, OH 43224"
882,For Sale,2,2,"1,648",,"$449,900","5233 Highpointe Lakes Dr Unit 6302, ","Westerville, OH 43081"
883,Contingent,3,3.5,"2,189","9,148","$410,000","2965 Wolfbirch Dr, ","Columbus, OH 43231"
884,Contingent,4,2,"1,901","7,841","$259,900","1057 Saint Agnes Ave, ","Columbus, OH 43204"
885,For Sale,3,3,"2,174","5,663","$799,900","518 E Beck St, ","Columbus, OH 43206"
886,Contingent,4,4.5,"5,871",0.29,"$1,399,000","1210 Brittany Ln, ","Columbus, OH 43220"
887,For Sale,2,1,984,"5,663","$135,000","703 S Richardson Ave, ","Columbus, OH 43204"
888,Contingent,4,2.5,"2,604","7,841","$375,000","1347 Kellerman Ct, ","Columbus, OH 43228"
889,Contingent,3,2.5,"1,570",0.27,"$359,900","5170 Citrus Dr, ","Hilliard, OH 43026"
890,Contingent,4,2,"1,732","4,792","$325,000","155 Guernsey Ave, ","Columbus, OH 43204"
891,Contingent,5,3.5,"3,823",0.34,"$749,900","8103 Fairway Dr, ","Columbus, OH 43235"
892,For Sale,3,2.5,"2,449","3,920","$275,000","1179 E 15th Ave, ","Columbus, OH 43211"
893,Contingent,3,2.5+,"2,250","1,307","$375,000","3803 Lakedale Dr, ","Hilliard, OH 43026"
894,Contingent,2,1,"1,012",0.33,"$297,900","247 E Kossuth St Unit A, ","Columbus, OH 43206"
895,Contingent,4,3,"3,156","6,534","$425,000","5386 Elk River Dr, ","Dublin, OH 43016"
896,For Sale,3,1.5,"1,800","8,276","$374,900","21 E Jeffrey Pl, ","Columbus, OH 43214"
897,Contingent,1.19,,,,"$65,000","3641 Walnut Creek Dr, ","Columbus, OH 43224"
898,For Sale,4,1.5,"2,460","6,098","$399,900","179 Eldon Ave, ","Columbus, OH 43204"
899,For Sale,2,2.5,"1,740",871,"$650,000","271 Neruda Ave, ","Columbus, OH 43215"
900,For Sale,3,3.5,"3,688",0.35,"$819,000","85 Eastmoor Blvd, ","Columbus, OH 43209"
901,Contingent,4,3.5,"2,937","7,405","$899,900","2576 Camden Rd, ","Columbus, OH 43221"
902,For Sale,1.02,,,,"$119,000","Fisher Rd, ","Columbus, OH 43204"
903,Contingent,2,1,840,436,"$124,900","6027 Brice Park Dr Unit 16E, ","Canal Winchester, OH 43110"
904,Contingent,2,1,"1,032",436,"$170,000","5185 Singleton Dr Unit 47C, ","Hilliard, OH 43026"
905,For Sale,2,2.5,"2,017",0.47,"$475,000","1000 Urlin Ave Apt 2209, ","Grandview Heights, OH 43212"
906,Contingent,3,2.5,"1,584","3,049","$334,900","9289 Cliff Springs Trl, ","Columbus, OH 43240"
907,For Sale,3,1.5,"1,444","5,227","$155,000","3487 Petzinger Rd, ","Columbus, OH 43232"
908,Contingent,3,1.5,"1,248","8,276","$319,900","1045 Brentford Dr, ","Columbus, OH 43220"
909,For Sale,4,2.5+,"2,190","7,405","$369,900","7682 Calderdale St, ","Blacklick, OH 43004"
910,For Sale,3,2.5,"1,412","4,792","$495,000","1206 Highland St, ","Columbus, OH 43201"
911,For Sale,12,"7,257","7,405",,"$680,000","1038 Lockbourne Rd, ","Columbus, OH 43206"
912,Contingent,3,1.5,"2,156",0.8,"$339,900","1558 Demorest Rd, ","Columbus, OH 43228"
913,For Sale,6,5,"5,433","6,534","$995,000","76 Smith Pl, ","Columbus, OH 43201"
914,Contingent,3,2,"1,167","4,792","$279,900","2533 Northwold Rd, ","Columbus, OH 43231"
915,Contingent,3,2.5,"2,376","2,178","$329,900","6207 Cenpac Ave, ","Columbus, OH 43213"
916,Contingent,3,2.5,"1,965","5,663","$300,000","487 Mogul Dr, ","Galloway, OH 43119"
917,Contingent,3,2.5,"1,320","7,405","$289,900","3384 Omega Dr, ","Columbus, OH 43231"
918,Contingent,3,2,"1,428","8,276","$277,000","2339 Royal Creek Ct, ","Grove City, OH 43123"
919,Contingent,2,2,"1,275",0.37,"$405,000","367 Auden Ave Apt 209, ","Columbus, OH 43215"
920,For Sale,4,2.5,"2,455",0.33,"$630,000","2341 Lytham Rd, ","Columbus, OH 43220"
921,Contingent,3,2,"1,253","4,792","$269,900","3937 Boyer Ridge Dr, ","Canal Winchester, OH 43110"
922,Contingent,2,1,927,436,"$129,000","5738 Beechcroft Rd Apt L, ","Columbus, OH 43229"
923,Contingent,2,1,916,"7,841","$135,000","4644 Summit St, ","Columbus, OH 43224"
924,Contingent,3,2.5,"1,848",0.25,"$229,000","2556 Brooklyn Rd, ","Columbus, OH 43231"
925,Contingent,4,3.5,"3,380",0.24,"$599,000","4405 Cohagen Crossing Dr, ","New Albany, OH 43054"
926,Contingent,4,2.5,"2,692","7,405","$425,000","6350 Casado Dr, ","Columbus, OH 43213"
927,For Sale,3,3.5,"2,659","5,227","$744,900","402 Thurman Ave, ","Columbus, OH 43206"
928,Contingent,3,2,"1,130","7,841","$195,000","1850 Fleming Rd, ","Columbus, OH 43232"
929,For Sale,4,1.5,"2,103","6,534","$279,000","1698 Bryden Rd, ","Columbus, OH 43205"
930,For Sale,2,2,"1,141",,"$525,000","50 W Broad St Apt 3402, ","Columbus, OH 43215"
931,For Sale,3,2.5,"2,348","5,227","$439,000","6031 Heckert Rd, ","Westerville, OH 43081"
932,Contingent,3,2,"2,384",,"$1,250,000","300 W Spring St Unit 1901, ","Columbus, OH 43215"
933,Contingent,1,1,792,"1,307","$110,000","5615 Cedar Springs Rd, ","Columbus, OH 43228"
934,Contingent,3,2,"1,464",0.48,"$190,000","1384 S James Rd, ","Columbus, OH 43227"
935,For Sale,3,2.5,"1,290",871,"$194,000","1030 Galliton Ct Apt B, ","Columbus, OH 43220"
936,Contingent,3,2.5,"1,980","6,098","$329,900","7206 Calusa Dr, ","Reynoldsburg, OH 43068"
937,Contingent,2,1.5,"1,196",436,"$110,000","751 Worthington Forest Pl, ","Columbus, OH 43229"
938,For Sale,2,2,"1,494","5,663","$389,000","485 Jackson St, ","Columbus, OH 43206"
939,For Sale,3,2.5,"1,940","3,920","$379,900","5817 Aderholt Rd, ","Dublin, OH 43016"
940,Contingent,2,2,"1,589","2,178","$379,997","5797 Timber Top Dr Unit 23-579, ","Hilliard, OH 43026"
941,Contingent,4,2.5,"2,065","6,970","$379,900","3290 Candlefire Dr, ","Reynoldsburg, OH 43068"
942,For Sale,4,2.5,"2,614",,"$699,000","1221 Langston Dr, ","Upper Arlington, OH 43220"
943,Contingent,2,2,"1,232",436,"$250,000","115 E Noble St Unit 115-1, ","Columbus, OH 43215"
944,Contingent,3,2.5,"1,778",0.32,"$279,900","5617 Countrie Glen Dr, ","Galloway, OH 43119"
945,Contingent,3,1,"1,260","4,356","$315,000","391 Southwood Ave, ","Columbus, OH 43207"
946,For Sale,2,2,"1,093","1,742","$199,900","6729 Meadow Creek Dr Unit 208, ","Columbus, OH 43235"
947,For Sale,3,1.5,"1,144","7,405","$259,900","1106 Fordham Rd, ","Columbus, OH 43224"
948,Contingent,3,1.5,"1,536","9,583","$385,000","3082 Trentwood Rd, ","Columbus, OH 43221"
949,For Sale,2,2.5,"2,142",,"$355,000","3533 LA Rochelle Dr, ","Upper Arlington, OH 43221"
950,Contingent,3,2.5,"2,379",0.32,"$425,000","1333 Brookridge Dr, ","Columbus, OH 43235"
951,Contingent,3,1,"1,022","3,485","$233,200","2437 Deming Ave, ","Columbus, OH 43202"
952,For Sale,4,3,"2,000","8,276","$299,900","656 Salisbury Rd, ","Columbus, OH 43204"
953,For Sale,3,1,"1,227","2,614","$249,900","359 E Tompkins St, ","Columbus, OH 43202"
954,For Sale,2,1,"1,253","2,614","$419,900","426 E Kossuth St, ","Columbus, OH 43206"
955,For Sale,2,2.5,"2,237",0.96,"$1,650,000","300 W Spring St Unit 1902, ","Columbus, OH 43215"
956,For Sale,"4,356",,,,"$100,000","1583 S High St, ","Columbus, OH 43207"
957,For Sale,3,2.5,"2,000",0.24,"$650,000","1568 Stanford Rd, ","Columbus, OH 43212"
958,For Sale,3,2.5,"1,850","4,356","$299,900","345 N Ogden Ave, ","Columbus, OH 43204"
959,For Sale,3,3,"2,266","6,098","$275,000","1988 Arden Forest Ln, ","Columbus, OH 43223"
960,Contingent,3,2,"1,568","4,356","$359,900","653 Thurman Ave, ","Columbus, OH 43206"
961,For Sale,3,2.5,"1,712",0.29,"$349,900","5525 Mountain Springs Ct, ","Columbus, OH 43230"
962,Contingent,3,2.5,"1,897","7,841","$339,900","2121 Ransom Oaks Dr, ","Columbus, OH 43228"
963,For Sale,3,2.5,"1,740","6,098","$364,900","287 Iris Trail Dr, ","Galloway, OH 43119"
964,Contingent,5,3.5+,"2,910",0.33,"$715,000","141 Oakland Park Ave, ","Columbus, OH 43214"
965,Contingent,4,3,"1,958","7,405","$489,900","2260 Swansea Rd, ","Columbus, OH 43221"
966,For Sale,3,1,"1,122","2,178","$285,000","2315 N 4th St, ","Columbus, OH 43202"
967,Contingent,3,2.5,"1,518","6,098","$319,900","7193 Oliver Winchester Dr, ","Canal Winchester, OH 43110"
968,Contingent,3,1,"1,416","6,534","$424,900","175 Brighton Rd, ","Columbus, OH 43202"
969,For Sale,4,4.5,"2,320","3,485","$354,000","856 Ellsworth Ave, ","Columbus, OH 43206"
970,For Sale,4,2.5,"3,387",,"$1,355,000","2790 Fishinger Rd, ","Columbus, OH 43221"
971,For Sale,1,1,"1,179","1,307","$229,000","432 E Rich 2K St, ","Columbus, OH 43215"
972,For Sale,1,1.5,"1,237",0.35,"$336,000","199 S 5th St Ste 301, ","Columbus, OH 43215"
973,Contingent,4,"2,240","3,920",,"$306,000","524-526 E Jenkins Ave, ","Columbus, OH 43207"
974,For Sale,6,"2,184","6,970",,"$299,900","825-827 E Starr Ave, ","Columbus, OH 43202"
975,For Sale,4,2.5,"3,528","5,663","$1,300,000","398 W 5th Ave, ","Columbus, OH 43201"
976,Contingent,3,2,"1,736","7,405","$350,000","2905 Kool Air Way, ","Columbus, OH 43231"
977,Contingent,6,"2,352","6,534",,"$360,000","66 E Maynard Ave, ","Columbus, OH 43202"
978,Contingent,3,1,"1,576","8,276","$230,000","6596 Red Coach Ln, ","Reynoldsburg, OH 43068"
979,For Sale,4,"1,794","4,792",,"$275,000","104 N Guilford Ave, ","Columbus, OH 43222"
980,Contingent,3,2,"1,288","5,227","$175,000","1867 Eddystone Ave, ","Columbus, OH 43224"
981,Contingent,3,3,"2,423","2,614","$800,000","620 City Park Ave, ","Columbus, OH 43206"
982,Contingent,4,2.5,"1,670","8,276","$499,000","859 S Remington Rd, ","Bexley, OH 43209"
983,Contingent,4,2.5,"3,600","6,970","$660,000","37 Governors Pl, ","Columbus, OH 43203"
984,Contingent,2,1,757,"4,792","$120,000","420 E Beechwold Blvd, ","Columbus, OH 43214"
985,Contingent,4,2.5+,"3,472","8,712","$589,900","4401 Oaks Shadow Dr, ","New Albany, OH 43054"
986,For Sale,3,1,"1,042","3,485","$135,000","501 Clarendon Ave, ","Columbus, OH 43223"
987,Contingent,4,2.5,"2,041",0.26,"$389,000","5361 Towncrier Ct, ","Columbus, OH 43230"
988,For Sale,5,3,"2,512","5,227","$319,900","93 Eldon Ave, ","Columbus, OH 43204"
989,Contingent,4,2.5,"1,392","7,841","$259,500","5123 Norcrest Dr, ","Columbus, OH 43232"
990,For Sale,2,1.5,"1,146","2,614","$374,900","553 Elsmere St, ","Columbus, OH 43206"
991,For Sale,"9,148",,,,"$34,000","Katherine Dr, ","Columbus, OH 43232"
992,For Sale,3,1.5,"1,400","6,098","$459,900","119 W North Broadway St, ","Columbus, OH 43214"
993,Contingent,4,2,"2,163",0.93,"$299,999","261 Robinwood Ave, ","Columbus, OH 43213"
994,For Sale,4,2,"1,256",0.23,"$320,000","6193 Central Park Dr, ","Columbus, OH 43231"
995,Contingent,2,2.5,"1,812","2,178","$384,900","1151 Jaeger St, ","Columbus, OH 43206"
996,Contingent,3,1.5,"1,284","6,098","$259,000","846 Eliots Oak Rd, ","Columbus, OH 43228"
997,For Sale,2,1,825,"5,663","$209,900","436 Derrer Rd, ","Columbus, OH 43204"
998,For Sale,4,1,"1,456","5,663","$440,000","286 Brighton Rd, ","Columbus, OH 43202"
999,Contingent,4,3,"2,600",0.27,"$579,900","711 Lauraland Dr S, ","Columbus, OH 43214"
1000,Contingent,2,2,"1,180","3,920","$229,900","797 Sullivant Ave, ","Columbus, OH 43223"
1001,Contingent,3,2,"1,680",871,"$249,900","1216 Lake Shore /C Dr Unit 257, ","Columbus, OH 43204"
1002,Contingent,2,2.5,"1,630",871,"$265,000","6471 Walnut Fork Dr, ","Westerville, OH 43081"
1003,Contingent,4,2.5,"2,583","7,841","$374,900","1608 Sugarmaple Ct, ","Columbus, OH 43229"
1004,For Sale,2,2.5,"1,942","3,049","$624,900","3175 Tremont Rd Unit 510, ","Columbus, OH 43221"
1005,Contingent,3,3,"1,834",0.3,"$435,000","40 W Hoster St, ","Columbus, OH 43215"
1006,For Sale,4,1.5+,"2,066",0.51,"$499,000","235 Walhalla Rd, ","Columbus, OH 43202"
1007,For Sale,4,2.5,"1,612","9,583","$329,900","5987 Cork County Dr, ","Galloway, OH 43119"
1008,For Sale,3,2.5,"1,892","2,178","$689,900","921 Mount Pleasant Ave, ","Columbus, OH 43201"
1009,For Sale,4,2.5,"1,612","9,583","$329,900","5987 Cork County Dr, ","Galloway, OH 43119"
1010,For Sale,4,"1,960","3,920",,"$256,000","659-661 Hanford St, ","Columbus, OH 43206"
1011,For Sale,2,1,778,"4,792","$99,900","1686 E Kossuth St, ","Columbus, OH 43206"
1012,Contingent,2,2.5,"1,695",436,"$205,000","6521 Crab Apple Dr Unit 12-652, ","Canal Winchester, OH 43110"
1013,Contingent,3,1.5,"1,096","8,712","$249,900","1709 Hansen Ave, ","Columbus, OH 43224"
1014,For Sale,6,"3,528","5,663",,"$164,900","1906 Cleveland Ave Unit 8, ","Columbus, OH 43211"
1015,For Sale,6,"2,816","4,356",,"$1,250,000","601 City Park Ave, ","Columbus, OH 43206"
1016,Contingent,3,2.5,"1,488","9,148","$249,900","1372 Fahy Dr, ","Columbus, OH 43223"
1017,Contingent,4,2.5,"1,900",0.29,"$499,900","8225 Fairway Dr, ","Columbus, OH 43235"
1018,Contingent,3,2,"1,412",0.29,"$298,800","2153 Winding Hollow Dr, ","Grove City, OH 43123"
1019,Contingent,4,2,"1,654","9,148","$298,900","1857 Tamarack Cir S, ","Columbus, OH 43229"
1020,For Sale,16,"5,200","8,276",,"$640,000","1794 Gault St, ","Columbus, OH 43205"
1021,Contingent,3,1,"1,496","3,920","$154,900","802 E 2nd Ave, ","Columbus, OH 43201"
1022,For Sale,3,2.5,"1,856","7,405","$375,000","7666 Coppershell St, ","Blacklick, OH 43004"
1023,Contingent,3,2.5,"6,018",0.8,"$1,749,000","2950 Linkbury Ln, ","Columbus, OH 43221"
1024,Contingent,4,3,"3,510",0.25,"$529,900","1767 Kenwick Rd, ","Columbus, OH 43209"
1025,Contingent,2,2.5,"1,942",871,"$289,900","7094 Fonso Dr Unit 49-709, ","New Albany, OH 43054"
